gene,rate,dataset
YPR155C,0.34719,Barton2009
YPR158W,0.91158,Barton2009
YPR165W,2.0e-05,Barton2009
YPR162C,0.31457,Barton2009
YPR137W,0.19213,Barton2009
YPR157W,0.35621,Barton2009
YPR160W,0.06759,Barton2009
YPR167C,0.15494,Barton2009
YPR168W,0.20088,Barton2009
YPR161C,0.36945,Barton2009
YPR172W,0.14658,Barton2009
YPR166C,0.08028,Barton2009
YPR163C,0.17147,Barton2009
YPR173C,0.07154,Barton2009
YPR176C,0.20554,Barton2009
YPR159W,0.20843,Barton2009
YPR174C,0.79914,Barton2009
YPR180W,0.38416,Barton2009
YPR171W,0.81885,Barton2009
YPR178W,0.38937,Barton2009
YPR182W,0.14582,Barton2009
YPR183W,0.11793,Barton2009
YPR181C,0.03361,Barton2009
YPR188C,0.32147,Barton2009
YPR186C,0.57337,Barton2009
YPR192W,0.26013,Barton2009
YPR179C,0.39818,Barton2009
YPR184W,0.19956,Barton2009
YPR190C,0.39221,Barton2009
YPR185W,0.36366,Barton2009
YPR189W,0.2924,Barton2009
YAL007C,1.147,Wall2005
YAL008W,1.2749,Wall2005
YAL009W,1.0385,Wall2005
YAL010C,1.4399,Wall2005
YAL012W,0.9632,Wall2005
YAL015C,1.3327,Wall2005
YAL016W,1.0115,Wall2005
YAL018C,1.738,Wall2005
YAL019W,1.5887,Wall2005
YAL020C,1.6941,Wall2005
YAL021C,1.3596,Wall2005
YAL022C,1.7899,Wall2005
YAL024C,1.6876,Wall2005
YAL025C,1.4428,Wall2005
YAL027W,1.5989,Wall2005
YAL028W,1.806,Wall2005
YAL031C,1.461,Wall2005
YAL032C,1.4178,Wall2005
YAL033W,1.373,Wall2005
YAL035W,1.144,Wall2005
YAL036C,1.2937,Wall2005
YAL038W,0.2165,Wall2005
YAL039C,1.5987,Wall2005
YAL040C,1.1138,Wall2005
YAL041W,1.5787,Wall2005
YAL042W,1.6708,Wall2005
YAL043C,1.8472,Wall2005
YAL046C,1.1357,Wall2005
YAL047C,1.4305,Wall2005
YAL048C,1.4753,Wall2005
YAL049C,1.6727,Wall2005
YAL053W,1.6301,Wall2005
YAL054C,1.3837,Wall2005
YAL055W,1.9904,Wall2005
YAL058W,1.4974,Wall2005
YAL059W,1.4717,Wall2005
YAL060W,1.4258,Wall2005
YAL061W,1.7385,Wall2005
YAR002W,1.7249,Wall2005
YAR003W,1.4493,Wall2005
YAR007C,1.5095,Wall2005
YAR015W,1.1987,Wall2005
YAR018C,1.362,Wall2005
YBL007C,1.3983,Wall2005
YBL009W,1.485,Wall2005
YBL010C,1.4239,Wall2005
YBL011W,1.3508,Wall2005
YBL021C,1.9304,Wall2005
YBL023C,1.5468,Wall2005
YBL024W,1.3529,Wall2005
YBL030C,0.6316,Wall2005
YBL031W,1.3042,Wall2005
YBL033C,2.0336,Wall2005
YBL034C,1.5869,Wall2005
YBL036C,2.0441,Wall2005
YBL037W,1.5944,Wall2005
YBL038W,1.4535,Wall2005
YBL043W,2.2552,Wall2005
YBL045C,1.3379,Wall2005
YBL046W,1.8207,Wall2005
YBL049W,1.1788,Wall2005
YBL051C,1.8553,Wall2005
YBL052C,1.9369,Wall2005
YBL054W,1.8015,Wall2005
YBL055C,1.3893,Wall2005
YBL056W,1.6615,Wall2005
YBL057C,1.5582,Wall2005
YBL058W,1.6385,Wall2005
YBL061C,1.7806,Wall2005
YBL063W,1.7213,Wall2005
YBL064C,1.9047,Wall2005
YBL069W,1.5618,Wall2005
YBL074C,1.7378,Wall2005
YBL075C,1.6999,Wall2005
YBL076C,1.1887,Wall2005
YBL078C,1.2156,Wall2005
YBL086C,2.1022,Wall2005
YBL090W,1.3991,Wall2005
YBL091C,1.3508,Wall2005
YBL095W,1.998,Wall2005
YBL098W,1.3408,Wall2005
YBL101C,1.6912,Wall2005
YBL102W,1.2862,Wall2005
YBL103C,1.3405,Wall2005
YBL105C,1.6515,Wall2005
YBL106C,1.7399,Wall2005
YBR002C,1.2497,Wall2005
YBR003W,1.498,Wall2005
YBR004C,1.4615,Wall2005
YBR015C,1.4713,Wall2005
YBR016W,1.8256,Wall2005
YBR017C,1.3113,Wall2005
YBR018C,1.5098,Wall2005
YBR019C,1.5521,Wall2005
YBR020W,1.5046,Wall2005
YBR021W,1.342,Wall2005
YBR022W,1.3643,Wall2005
YBR024W,1.5013,Wall2005
YBR025C,0.8279,Wall2005
YBR026C,1.4052,Wall2005
YBR028C,1.6951,Wall2005
YBR029C,1.1711,Wall2005
YBR034C,1.3248,Wall2005
YBR035C,1.3785,Wall2005
YBR036C,1.369,Wall2005
YBR037C,1.586,Wall2005
YBR038W,1.4805,Wall2005
YBR039W,0.9047,Wall2005
YBR040W,1.762,Wall2005
YBR042C,1.5315,Wall2005
YBR043C,1.3936,Wall2005
YBR047W,1.8523,Wall2005
YBR050C,1.8357,Wall2005
YBR052C,1.5148,Wall2005
YBR053C,1.6764,Wall2005
YBR054W,1.0843,Wall2005
YBR056W,1.5874,Wall2005
YBR057C,1.2087,Wall2005
YBR060C,1.6775,Wall2005
YBR061C,1.3638,Wall2005
YBR063C,1.6997,Wall2005
YBR065C,1.9849,Wall2005
YBR066C,1.4902,Wall2005
YBR069C,1.5961,Wall2005
YBR070C,1.2596,Wall2005
YBR071W,1.8182,Wall2005
YBR072W,1.1858,Wall2005
YBR087W,1.4556,Wall2005
YBR088C,1.2257,Wall2005
YBR096W,1.5057,Wall2005
YBR101C,1.3605,Wall2005
YBR102C,1.6155,Wall2005
YBR105C,1.5782,Wall2005
YBR106W,0.9969,Wall2005
YBR107C,1.28,Wall2005
YBR109C,0.9755,Wall2005
YBR110W,1.5781,Wall2005
YBR111C,1.8319,Wall2005
YBR114W,1.65,Wall2005
YBR121C,1.0996,Wall2005
YBR123C,1.8805,Wall2005
YBR125C,1.2688,Wall2005
YBR126C,1.4224,Wall2005
YBR127C,0.7066,Wall2005
YBR128C,1.3339,Wall2005
YBR129C,1.6362,Wall2005
YBR130C,1.4995,Wall2005
YBR131W,1.5994,Wall2005
YBR132C,1.4655,Wall2005
YBR133C,1.3692,Wall2005
YBR135W,1.5288,Wall2005
YBR137W,1.6089,Wall2005
YBR138C,1.5679,Wall2005
YBR139W,1.9232,Wall2005
YBR143C,1.3748,Wall2005
YBR145W,1.9413,Wall2005
YBR146W,1.3558,Wall2005
YBR147W,1.2202,Wall2005
YBR148W,2.2191,Wall2005
YBR149W,1.2225,Wall2005
YBR151W,1.8056,Wall2005
YBR153W,1.7946,Wall2005
YBR154C,1.0349,Wall2005
YBR155W,1.7806,Wall2005
YBR156C,2.0863,Wall2005
YBR158W,1.6059,Wall2005
YBR161W,1.8283,Wall2005
YBR162C,1.4116,Wall2005
YBR163W,1.9239,Wall2005
YBR165W,1.3192,Wall2005
YBR166C,1.596,Wall2005
YBR167C,1.5279,Wall2005
YBR168W,1.5188,Wall2005
YBR169C,1.8291,Wall2005
YBR170C,1.4943,Wall2005
YBR173C,1.4053,Wall2005
YBR175W,1.456,Wall2005
YBR176W,1.417,Wall2005
YBR177C,1.5195,Wall2005
YBR179C,1.5311,Wall2005
YBR180W,1.6607,Wall2005
YBR182C,1.6879,Wall2005
YBR183W,1.4515,Wall2005
YBR184W,2.4544,Wall2005
YBR185C,1.744,Wall2005
YBR193C,1.5015,Wall2005
YBR194W,2.0656,Wall2005
YBR195C,1.3464,Wall2005
YBR196C,0.7277,Wall2005
YBR197C,1.806,Wall2005
YBR198C,1.5753,Wall2005
YBR199W,1.7608,Wall2005
YBR201W,1.595,Wall2005
YBR202W,1.4151,Wall2005
YBR203W,1.57,Wall2005
YBR205W,1.1928,Wall2005
YBR207W,1.4583,Wall2005
YBR211C,1.6034,Wall2005
YBR212W,1.5147,Wall2005
YBR213W,1.6611,Wall2005
YBR214W,1.361,Wall2005
YBR216C,1.6559,Wall2005
YBR217W,1.7996,Wall2005
YBR222C,1.8276,Wall2005
YBR225W,1.5176,Wall2005
YBR227C,1.9179,Wall2005
YBR228W,1.7823,Wall2005
YBR233W,1.8889,Wall2005
YBR234C,1.3656,Wall2005
YBR235W,1.6186,Wall2005
YBR236C,1.7664,Wall2005
YBR237W,2.0089,Wall2005
YBR240C,1.6084,Wall2005
YBR241C,1.7067,Wall2005
YBR242W,1.3102,Wall2005
YBR246W,1.7173,Wall2005
YBR247C,1.5768,Wall2005
YBR248C,1.6251,Wall2005
YBR249C,0.848,Wall2005
YBR250W,1.8979,Wall2005
YBR251W,1.6045,Wall2005
YBR252W,1.9999,Wall2005
YBR253W,1.354,Wall2005
YBR254C,1.5931,Wall2005
YBR255W,1.8463,Wall2005
YBR256C,1.9578,Wall2005
YBR257W,1.9133,Wall2005
YBR258C,1.7447,Wall2005
YBR259W,1.6335,Wall2005
YBR260C,1.6558,Wall2005
YBR262C,1.1153,Wall2005
YBR265W,1.3737,Wall2005
YBR267W,1.3585,Wall2005
YBR268W,1.7589,Wall2005
YBR270C,1.7219,Wall2005
YBR271W,1.5653,Wall2005
YBR272C,1.4846,Wall2005
YBR273C,1.6389,Wall2005
YBR278W,2.0264,Wall2005
YBR279W,1.6693,Wall2005
YBR281C,1.4884,Wall2005
YBR282W,1.6186,Wall2005
YBR283C,1.3566,Wall2005
YBR284W,1.725,Wall2005
YBR285W,1.2924,Wall2005
YBR287W,1.4766,Wall2005
YBR288C,1.5302,Wall2005
YBR289W,1.7803,Wall2005
YBR290W,1.797,Wall2005
YBR293W,1.617,Wall2005
YCL004W,1.455,Wall2005
YCL009C,1.2011,Wall2005
YCL010C,1.3438,Wall2005
YCL011C,1.2402,Wall2005
YCL014W,1.7113,Wall2005
YCL016C,1.3813,Wall2005
YCL028W,1.3559,Wall2005
YCL029C,1.1825,Wall2005
YCL030C,1.1698,Wall2005
YCL031C,1.0696,Wall2005
YCL032W,1.2132,Wall2005
YCL033C,1.7608,Wall2005
YCL034W,1.8732,Wall2005
YCL035C,1.421,Wall2005
YCL036W,1.4498,Wall2005
YCL038C,1.5174,Wall2005
YCL039W,1.741,Wall2005
YCL044C,1.43,Wall2005
YCL045C,1.4049,Wall2005
YCL047C,1.3927,Wall2005
YCL048W,1.5649,Wall2005
YCL049C,1.4567,Wall2005
YCL050C,0.9948,Wall2005
YCL051W,1.3386,Wall2005
YCL052C,1.3971,Wall2005
YCL054W,1.2484,Wall2005
YCL055W,1.637,Wall2005
YCL056C,1.5548,Wall2005
YCL057W,1.3819,Wall2005
YCL061C,2.3672,Wall2005
YCL063W,1.368,Wall2005
YCR003W,1.1621,Wall2005
YCR004C,1.3715,Wall2005
YCR009C,1.4007,Wall2005
YCR010C,1.5605,Wall2005
YCR011C,1.5407,Wall2005
YCR012W,0.214,Wall2005
YCR014C,1.6897,Wall2005
YCR017C,1.5247,Wall2005
YCR020C,1.5612,Wall2005
YCR021C,1.2498,Wall2005
YCR023C,1.4146,Wall2005
YCR027C,1.8416,Wall2005
YCR028C,1.6136,Wall2005
YCR030C,1.5553,Wall2005
YCR034W,1.11,Wall2005
YCR035C,1.5405,Wall2005
YCR043C,1.6813,Wall2005
YCR044C,1.7854,Wall2005
YCR045C,2.0788,Wall2005
YCR048W,2.1107,Wall2005
YCR051W,1.5385,Wall2005
YCR052W,1.5447,Wall2005
YCR053W,0.998,Wall2005
YCR054C,1.5563,Wall2005
YCR057C,1.435,Wall2005
YCR060W,1.7777,Wall2005
YCR065W,1.3859,Wall2005
YCR066W,1.7807,Wall2005
YCR067C,1.6591,Wall2005
YCR068W,1.5647,Wall2005
YCR069W,1.9639,Wall2005
YCR071C,1.2084,Wall2005
YCR072C,1.1737,Wall2005
YCR075C,1.7429,Wall2005
YCR076C,1.5147,Wall2005
YCR077C,1.2313,Wall2005
YCR079W,1.5036,Wall2005
YCR081W,1.5041,Wall2005
YCR082W,1.4267,Wall2005
YCR084C,1.1429,Wall2005
YCR086W,1.8145,Wall2005
YCR091W,1.7206,Wall2005
YCR093W,1.4549,Wall2005
YCR094W,1.7245,Wall2005
YDL001W,1.508,Wall2005
YDL002C,1.4499,Wall2005
YDL003W,1.928,Wall2005
YDL004W,1.1764,Wall2005
YDL005C,2.3911,Wall2005
YDL006W,1.4214,Wall2005
YDL014W,1.0283,Wall2005
YDL015C,1.2476,Wall2005
YDL017W,1.5399,Wall2005
YDL018C,1.2742,Wall2005
YDL028C,1.81,Wall2005
YDL030W,1.5893,Wall2005
YDL031W,1.5572,Wall2005
YDL033C,1.5171,Wall2005
YDL042C,1.446,Wall2005
YDL044C,1.7743,Wall2005
YDL045C,1.3341,Wall2005
YDL046W,1.6205,Wall2005
YDL049C,1.6693,Wall2005
YDL051W,1.1837,Wall2005
YDL052C,1.1216,Wall2005
YDL053C,2.0636,Wall2005
YDL057W,1.4738,Wall2005
YDL058W,1.8748,Wall2005
YDL059C,1.4467,Wall2005
YDL060W,1.5291,Wall2005
YDL070W,0.9019,Wall2005
YDL072C,1.288,Wall2005
YDL073W,1.7087,Wall2005
YDL078C,1.3345,Wall2005
YDL085W,1.6516,Wall2005
YDL086W,1.4911,Wall2005
YDL087C,1.3573,Wall2005
YDL088C,1.9575,Wall2005
YDL089W,1.6716,Wall2005
YDL090C,1.507,Wall2005
YDL091C,1.719,Wall2005
YDL098C,2.0462,Wall2005
YDL099W,2.141,Wall2005
YDL100C,1.3728,Wall2005
YDL101C,1.6844,Wall2005
YDL103C,1.6735,Wall2005
YDL107W,1.8365,Wall2005
YDL109C,1.4865,Wall2005
YDL110C,1.3822,Wall2005
YDL111C,1.4558,Wall2005
YDL112W,1.5785,Wall2005
YDL116W,1.5071,Wall2005
YDL117W,1.5279,Wall2005
YDL119C,1.4462,Wall2005
YDL120W,1.1328,Wall2005
YDL121C,2.2481,Wall2005
YDL123W,1.2157,Wall2005
YDL138W,1.824,Wall2005
YDL142C,1.2623,Wall2005
YDL143W,1.0987,Wall2005
YDL145C,1.2246,Wall2005
YDL146W,1.4741,Wall2005
YDL147W,1.4293,Wall2005
YDL148C,1.6828,Wall2005
YDL150W,1.4962,Wall2005
YDL153C,1.6889,Wall2005
YDL154W,1.9401,Wall2005
YDL155W,1.4076,Wall2005
YDL156W,1.7239,Wall2005
YDL157C,1.1769,Wall2005
YDL161W,1.9221,Wall2005
YDL165W,0.9815,Wall2005
YDL166C,1.6833,Wall2005
YDL167C,1.7806,Wall2005
YDL170W,1.8425,Wall2005
YDL173W,1.9438,Wall2005
YDL175C,1.6929,Wall2005
YDL177C,1.5818,Wall2005
YDL178W,1.6046,Wall2005
YDL179W,1.5142,Wall2005
YDL180W,1.2864,Wall2005
YDL193W,1.1195,Wall2005
YDL194W,1.605,Wall2005
YDL195W,1.2187,Wall2005
YDL197C,1.8652,Wall2005
YDL199C,1.5266,Wall2005
YDL201W,1.3918,Wall2005
YDL202W,1.3801,Wall2005
YDL203C,1.5882,Wall2005
YDL204W,1.7321,Wall2005
YDL205C,1.2979,Wall2005
YDL206W,1.6341,Wall2005
YDL207W,1.5356,Wall2005
YDL213C,1.6772,Wall2005
YDL214C,1.6517,Wall2005
YDL215C,1.6844,Wall2005
YDL217C,1.8529,Wall2005
YDL218W,1.9896,Wall2005
YDL220C,1.7287,Wall2005
YDL224C,1.379,Wall2005
YDL225W,1.7054,Wall2005
YDL226C,1.5955,Wall2005
YDL227C,1.7671,Wall2005
YDL229W,0.6689,Wall2005
YDL230W,1.9551,Wall2005
YDL235C,1.3607,Wall2005
YDL236W,1.5334,Wall2005
YDL237W,1.506,Wall2005
YDL238C,1.5686,Wall2005
YDR001C,1.5581,Wall2005
YDR003W,1.4992,Wall2005
YDR004W,1.4033,Wall2005
YDR009W,1.5374,Wall2005
YDR032C,1.2523,Wall2005
YDR033W,0.8826,Wall2005
YDR036C,1.2029,Wall2005
YDR043C,1.7949,Wall2005
YDR045C,0.9939,Wall2005
YDR049W,1.8883,Wall2005
YDR052C,1.4722,Wall2005
YDR054C,1.5098,Wall2005
YDR055W,1.7356,Wall2005
YDR056C,1.4572,Wall2005
YDR057W,1.7753,Wall2005
YDR058C,2.0024,Wall2005
YDR061W,2.4613,Wall2005
YDR062W,1.549,Wall2005
YDR063W,1.6272,Wall2005
YDR065W,2.0316,Wall2005
YDR066C,1.9072,Wall2005
YDR068W,2.3359,Wall2005
YDR072C,1.4381,Wall2005
YDR073W,1.3386,Wall2005
YDR076W,1.4799,Wall2005
YDR077W,1.6276,Wall2005
YDR078C,1.5534,Wall2005
YDR079W,1.2373,Wall2005
YDR084C,1.4531,Wall2005
YDR086C,1.1237,Wall2005
YDR087C,1.6204,Wall2005
YDR099W,1.0097,Wall2005
YDR100W,1.3288,Wall2005
YDR101C,1.3122,Wall2005
YDR103W,1.8423,Wall2005
YDR109C,1.8102,Wall2005
YDR111C,1.6407,Wall2005
YDR113C,1.866,Wall2005
YDR116C,1.8269,Wall2005
YDR117C,1.6381,Wall2005
YDR120C,1.6756,Wall2005
YDR121W,1.5952,Wall2005
YDR125C,1.6995,Wall2005
YDR127W,1.4019,Wall2005
YDR131C,1.7991,Wall2005
YDR137W,1.6086,Wall2005
YDR140W,1.561,Wall2005
YDR143C,1.5389,Wall2005
YDR152W,1.8486,Wall2005
YDR153C,1.8517,Wall2005
YDR156W,1.9761,Wall2005
YDR158W,1.1842,Wall2005
YDR159W,1.9846,Wall2005
YDR161W,1.8126,Wall2005
YDR164C,1.7166,Wall2005
YDR167W,1.5788,Wall2005
YDR168W,1.5341,Wall2005
YDR169C,1.5933,Wall2005
YDR170C,1.5429,Wall2005
YDR175C,1.7349,Wall2005
YDR176W,1.7985,Wall2005
YDR177W,1.2048,Wall2005
YDR178W,1.4064,Wall2005
YDR179C,1.5871,Wall2005
YDR182W,1.3468,Wall2005
YDR183W,2.1941,Wall2005
YDR184C,1.3659,Wall2005
YDR185C,1.4918,Wall2005
YDR189W,1.4147,Wall2005
YDR190C,1.4495,Wall2005
YDR191W,1.5213,Wall2005
YDR192C,1.8704,Wall2005
YDR194C,1.8437,Wall2005
YDR201W,1.6473,Wall2005
YDR202C,1.5603,Wall2005
YDR204W,1.369,Wall2005
YDR206W,1.4736,Wall2005
YDR207C,1.2873,Wall2005
YDR212W,1.3511,Wall2005
YDR217C,1.6615,Wall2005
YDR218C,2.2424,Wall2005
YDR219C,1.6204,Wall2005
YDR222W,1.8685,Wall2005
YDR223W,1.726,Wall2005
YDR228C,1.4886,Wall2005
YDR229W,1.5405,Wall2005
YDR231C,1.3502,Wall2005
YDR233C,0.8775,Wall2005
YDR239C,1.8874,Wall2005
YDR240C,1.554,Wall2005
YDR245W,1.3559,Wall2005
YDR248C,1.8048,Wall2005
YDR249C,1.5988,Wall2005
YDR252W,2.189,Wall2005
YDR253C,1.8235,Wall2005
YDR255C,1.6919,Wall2005
YDR256C,1.8395,Wall2005
YDR257C,1.9606,Wall2005
YDR258C,1.6364,Wall2005
YDR265W,1.3221,Wall2005
YDR266C,1.5243,Wall2005
YDR267C,1.3564,Wall2005
YDR268W,1.3106,Wall2005
YDR270W,1.6166,Wall2005
YDR272W,1.8028,Wall2005
YDR273W,2.2513,Wall2005
YDR275W,1.6505,Wall2005
YDR277C,1.4393,Wall2005
YDR281C,1.374,Wall2005
YDR284C,1.4529,Wall2005
YDR288W,1.3323,Wall2005
YDR293C,1.7657,Wall2005
YDR294C,1.5352,Wall2005
YDR295C,1.5411,Wall2005
YDR297W,1.4022,Wall2005
YDR301W,1.6188,Wall2005
YDR302W,1.4642,Wall2005
YDR304C,1.6677,Wall2005
YDR306C,1.3525,Wall2005
YDR308C,1.4188,Wall2005
YDR310C,1.7475,Wall2005
YDR319C,1.3085,Wall2005
YDR321W,1.5936,Wall2005
YDR322W,1.3704,Wall2005
YDR326C,1.8184,Wall2005
YDR328C,1.543,Wall2005
YDR329C,1.7894,Wall2005
YDR331W,1.4464,Wall2005
YDR332W,1.5955,Wall2005
YDR334W,1.7417,Wall2005
YDR336W,1.3615,Wall2005
YDR337W,1.4923,Wall2005
YDR339C,1.4694,Wall2005
YDR347W,1.4326,Wall2005
YDR348C,1.6475,Wall2005
YDR349C,1.549,Wall2005
YDR350C,1.5727,Wall2005
YDR351W,1.5892,Wall2005
YDR352W,1.475,Wall2005
YDR353W,1.1016,Wall2005
YDR354W,1.4917,Wall2005
YDR356W,2.183,Wall2005
YDR357C,1.2748,Wall2005
YDR358W,1.7612,Wall2005
YDR361C,1.5492,Wall2005
YDR364C,1.5861,Wall2005
YDR368W,1.5807,Wall2005
YDR369C,1.9844,Wall2005
YDR372C,1.1659,Wall2005
YDR373W,1.5595,Wall2005
YDR374C,1.7311,Wall2005
YDR375C,1.4951,Wall2005
YDR384C,1.8681,Wall2005
YDR385W,0.8872,Wall2005
YDR386W,1.8703,Wall2005
YDR388W,1.5491,Wall2005
YDR391C,1.8084,Wall2005
YDR392W,1.5476,Wall2005
YDR393W,1.3525,Wall2005
YDR398W,1.4321,Wall2005
YDR399W,1.1133,Wall2005
YDR402C,1.7465,Wall2005
YDR408C,1.4876,Wall2005
YDR410C,1.6108,Wall2005
YDR427W,1.2368,Wall2005
YDR428C,1.396,Wall2005
YDR429C,1.0425,Wall2005
YDR432W,1.1285,Wall2005
YDR434W,1.5707,Wall2005
YDR435C,1.4387,Wall2005
YDR436W,1.6552,Wall2005
YDR437W,1.5297,Wall2005
YDR438W,1.4329,Wall2005
YDR440W,1.5225,Wall2005
YDR441C,1.447,Wall2005
YDR443C,1.7161,Wall2005
YDR444W,1.5724,Wall2005
YDR446W,1.7216,Wall2005
YDR448W,1.5672,Wall2005
YDR449C,1.5917,Wall2005
YDR451C,1.506,Wall2005
YDR452W,1.6911,Wall2005
YDR454C,1.4952,Wall2005
YDR456W,1.4344,Wall2005
YDR458C,2.0006,Wall2005
YDR459C,1.3546,Wall2005
YDR464W,1.755,Wall2005
YDR465C,1.3269,Wall2005
YDR466W,1.5164,Wall2005
YDR468C,1.7224,Wall2005
YDR469W,1.3669,Wall2005
YDR476C,1.5218,Wall2005
YDR477W,1.4977,Wall2005
YDR478W,2.414,Wall2005
YDR479C,1.7084,Wall2005
YDR480W,1.529,Wall2005
YDR481C,1.3345,Wall2005
YDR482C,1.4923,Wall2005
YDR483W,1.5922,Wall2005
YDR484W,1.8985,Wall2005
YDR487C,1.655,Wall2005
YDR489W,1.4284,Wall2005
YDR490C,1.38,Wall2005
YDR492W,1.5588,Wall2005
YDR493W,1.4089,Wall2005
YDR495C,1.7722,Wall2005
YDR497C,1.4546,Wall2005
YDR498C,1.5951,Wall2005
YDR502C,1.0722,Wall2005
YDR503C,1.4603,Wall2005
YDR505C,1.5929,Wall2005
YDR511W,1.7453,Wall2005
YDR514C,1.7433,Wall2005
YDR515W,1.9295,Wall2005
YDR516C,1.3226,Wall2005
YDR517W,1.4726,Wall2005
YDR518W,1.5072,Wall2005
YDR519W,1.5717,Wall2005
YDR520C,1.9249,Wall2005
YDR524C,1.8562,Wall2005
YDR527W,2.1156,Wall2005
YDR528W,1.511,Wall2005
YDR529C,1.3146,Wall2005
YDR530C,1.4092,Wall2005
YDR531W,1.1615,Wall2005
YDR532C,1.8754,Wall2005
YDR538W,1.4839,Wall2005
YEL001C,1.4353,Wall2005
YEL002C,1.3759,Wall2005
YEL004W,1.5166,Wall2005
YEL005C,1.6475,Wall2005
YEL006W,1.4092,Wall2005
YEL015W,1.3013,Wall2005
YEL016C,1.4511,Wall2005
YEL019C,1.6292,Wall2005
YEL020C,1.7807,Wall2005
YEL023C,1.6986,Wall2005
YEL024W,1.0299,Wall2005
YEL025C,1.5956,Wall2005
YEL026W,0.3968,Wall2005
YEL031W,1.1926,Wall2005
YEL036C,1.4476,Wall2005
YEL037C,1.3082,Wall2005
YEL039C,1.2225,Wall2005
YEL040W,1.3573,Wall2005
YEL041W,1.7423,Wall2005
YEL042W,1.6235,Wall2005
YEL047C,1.4669,Wall2005
YEL048C,1.6506,Wall2005
YEL049W,1.2535,Wall2005
YEL052W,1.428,Wall2005
YEL053C,1.4683,Wall2005
YEL054C,0.3731,Wall2005
YEL055C,1.5834,Wall2005
YEL056W,1.4289,Wall2005
YEL057C,1.6183,Wall2005
YEL058W,1.5113,Wall2005
YEL060C,1.514,Wall2005
YEL063C,1.5289,Wall2005
YEL064C,1.5748,Wall2005
YEL065W,1.5852,Wall2005
YER002W,1.6313,Wall2005
YER004W,1.4185,Wall2005
YER005W,1.3524,Wall2005
YER006W,1.2926,Wall2005
YER007W,1.6803,Wall2005
YER009W,1.1975,Wall2005
YER010C,1.448,Wall2005
YER012W,1.0837,Wall2005
YER013W,1.5913,Wall2005
YER014W,1.4749,Wall2005
YER015W,1.6022,Wall2005
YER016W,1.5078,Wall2005
YER017C,1.7484,Wall2005
YER018C,1.3985,Wall2005
YER020W,1.5719,Wall2005
YER021W,1.0836,Wall2005
YER022W,1.7475,Wall2005
YER023W,1.2316,Wall2005
YER025W,0.9151,Wall2005
YER026C,1.3401,Wall2005
YER027C,1.3442,Wall2005
YER029C,2.2764,Wall2005
YER033C,2.0463,Wall2005
YER034W,1.7892,Wall2005
YER035W,1.3555,Wall2005
YER037W,1.6091,Wall2005
YER038C,1.5904,Wall2005
YER040W,1.371,Wall2005
YER041W,1.6418,Wall2005
YER042W,2.2976,Wall2005
YER043C,0.724,Wall2005
YER044C,0.8107,Wall2005
YER045C,1.775,Wall2005
YER046W,1.8019,Wall2005
YER047C,1.7518,Wall2005
YER049W,1.3853,Wall2005
YER051W,1.5841,Wall2005
YER052C,1.3329,Wall2005
YER058W,1.2199,Wall2005
YER059W,1.6557,Wall2005
YER062C,1.4934,Wall2005
YER063W,1.8128,Wall2005
YER064C,1.605,Wall2005
YER067W,2.0618,Wall2005
YER068W,1.555,Wall2005
YER070W,1.2492,Wall2005
YER071C,1.9593,Wall2005
YER072W,1.0683,Wall2005
YER078C,1.6299,Wall2005
YER079W,1.9368,Wall2005
YER080W,1.4887,Wall2005
YER081W,1.219,Wall2005
YER082C,1.3705,Wall2005
YER085C,1.8379,Wall2005
YER086W,1.231,Wall2005
YER087W,1.6967,Wall2005
YER088C,1.4472,Wall2005
YER090W,1.6589,Wall2005
YER091C,0.6515,Wall2005
YER092W,2.1698,Wall2005
YER093C,1.6575,Wall2005
YER095W,1.2646,Wall2005
YER099C,1.579,Wall2005
YER100W,1.518,Wall2005
YER101C,1.8628,Wall2005
YER103W,1.7922,Wall2005
YER104W,1.4002,Wall2005
YER105C,1.6653,Wall2005
YER106W,2.2797,Wall2005
YER107C,1.4231,Wall2005
YER110C,1.4077,Wall2005
YER111C,1.6996,Wall2005
YER112W,1.8998,Wall2005
YER113C,1.4029,Wall2005
YER114C,1.7075,Wall2005
YER115C,1.5006,Wall2005
YER116C,2.0787,Wall2005
YER118C,1.3359,Wall2005
YER119C,1.6508,Wall2005
YER120W,0.751,Wall2005
YER122C,1.79,Wall2005
YER123W,1.5923,Wall2005
YER124C,1.5207,Wall2005
YER125W,1.2726,Wall2005
YER126C,1.0951,Wall2005
YER127W,1.4396,Wall2005
YER128W,1.3511,Wall2005
YER129W,1.7575,Wall2005
YER130C,1.9897,Wall2005
YER132C,1.6482,Wall2005
YER136W,1.1651,Wall2005
YER140W,1.4727,Wall2005
YER141W,1.2933,Wall2005
YER142C,1.9564,Wall2005
YER143W,1.5191,Wall2005
YER144C,1.7128,Wall2005
YER145C,1.2529,Wall2005
YER146W,1.1592,Wall2005
YER147C,1.5507,Wall2005
YER148W,1.0043,Wall2005
YER149C,2.0509,Wall2005
YER150W,1.6663,Wall2005
YER153C,2.0171,Wall2005
YER154W,1.5065,Wall2005
YER155C,1.6488,Wall2005
YER156C,1.6185,Wall2005
YER158C,1.527,Wall2005
YER159C,1.5988,Wall2005
YER164W,1.5727,Wall2005
YER165W,0.6146,Wall2005
YER167W,1.5483,Wall2005
YER168C,1.4724,Wall2005
